Longitude,Latitude,Anomaly_Score,eTh_Raw,RTP_Raw
358726.99599322473,4253592.058330265,-0.032113036213802126,249,249.0
345476.99599322473,4283392.058330265,-0.032113036213802126,244,253.15678
376026.99599322473,4246092.058330265,-0.032113036213802126,238,248.3988
316026.99599322473,4241342.058330265,-0.032113036213802126,238,249.97984
370326.99599322473,4257442.058330265,-0.032113036213802126,249,248.16333
334726.99599322473,4269142.058330265,-0.032113036213802126,238,249.69722
307076.99599322473,4244642.058330265,-0.03208739815843187,233,252.45956
339726.99599322473,4245042.058330265,-0.03208739815843187,233,251.32231
395126.99599322473,4291792.058330265,-0.03204302067035625,249,247.01485
354126.99599322473,4248892.058330265,-0.03195859517253685,244,250.54044
338276.99599322473,4242942.058330265,-0.0319383410338665,249,247.01485
345126.99599322473,4241492.058330265,-0.031926453097562923,249,248.16333
382476.99599322473,4286792.058330265,-0.03191805920411617,249,73.429474
332426.99599322473,4287392.058330265,-0.031906374765907186,249,49.890694
337076.99599322473,4261342.058330265,-0.031906374765907186,249,48.92495
393826.99599322473,4273892.058330265,-0.03188074496675475,249,57.315464
362526.99599322473,4302642.058330265,-0.0318685740617739,244,248.15555
366976.99599322473,4301692.058330265,-0.0318685740617739,244,247.98814
350826.99599322473,4237492.058330265,-0.0318685740617739,244,248.68536
338326.99599322473,4262292.058330265,-0.03185396449685163,249,246.86491
319626.99599322473,4264742.058330265,-0.03185061412031598,249,239.9917
389026.99599322473,4272542.058330265,-0.03185061412031598,249,242.30278
314076.99599322473,4241592.058330265,-0.03181636098213658,249,45.41391
326826.99599322473,4282492.058330265,-0.031795238344013765,249,102.048546
391226.99599322473,4292792.058330265,-0.03173327846805718,249,243.0
358826.99599322473,4309892.058330265,-0.03173327846805718,249,243.0
377776.99599322473,4275592.058330265,-0.03173327846805718,249,243.83667
375126.99599322473,4256042.058330265,-0.03173327846805718,249,243.61522
353776.99599322473,4313342.058330265,-0.03167898626785792,249,249.0
409626.99599322473,4231992.058330265,-0.03167898626785792,238,249.0
357176.99599322473,4310392.058330265,-0.03167898626785792,238,249.0
318426.99599322473,4240892.058330265,-0.03167898626785792,249,249.0
381426.99599322473,4277242.058330265,-0.03167898626785792,249,249.0
327576.99599322473,4269592.058330265,-0.03167609330671073,228,253.86337
358176.99599322473,4313442.058330265,-0.03167609330671073,222,251.28375
333826.99599322473,4297792.058330265,-0.03159424897308383,249,35.232346
331926.99599322473,4286892.058330265,-0.03159424897308383,249,35.341656
367126.99599322473,4256492.058330265,-0.03158900438873713,249,249.0
371876.99599322473,4298592.058330265,-0.03158900438873713,238,249.97984
376126.99599322473,4246092.058330265,-0.03158900438873713,238,249.69722
365126.99599322473,4303342.058330265,-0.03158900438873713,249,249.0
302026.99599322473,4234792.058330265,-0.031574108296130166,249,71.27754
337976.99599322473,4268642.058330265,-0.031574108296130166,249,91.31381
364676.99599322473,4298892.058330265,-0.031574108296130166,249,82.09639
332176.99599322473,4286892.058330265,-0.03150427898336694,249,36.658344
367026.99599322473,4301692.058330265,-0.03149252934850544,249,249.0
308126.99599322473,4243942.058330265,-0.031434689459635234,244,249.5606
395926.99599322473,4277342.058330265,-0.031434689459635234,244,249.5606
380726.99599322473,4286392.058330265,-0.031434689459635234,244,248.3273
395976.99599322473,4281592.058330265,-0.031434689459635234,244,248.44595
321076.99599322473,4292542.058330265,-0.031434689459635234,244,250.54044
350676.99599322473,4249442.058330265,-0.031434689459635234,244,247.60274
332076.99599322473,4286692.058330265,-0.031392775153934904,249,38.783875
